,call_failure,total_seconds_calls,total_number_calls,total_number_sms,distinct_call_numbers,customer_value,complains,subs_length,charge_amount,tariff_plan,status,age,Churn
991,0.0,825.0,10.0,21.0,3.0,73.375,0,26,0,1,2,45,0
992,10.0,1225.0,32.0,19.0,13.0,142.065,0,25,0,1,1,25,0
993,2.0,3225.0,61.0,8.0,23.0,163.44,0,25,0,1,1,30,0
994,2.0,1695.0,26.0,28.0,14.0,203.445,0,18,0,1,1,25,0
995,16.0,6392.0,141.0,85.0,42.0,676.485,0,17,1,2,1,25,0
996,12.0,8932.0,171.0,73.0,40.0,410.075,0,15,0,1,1,45,0
997,8.0,2852.0,45.0,31.0,19.0,239.88,0,16,3,1,1,30,0
998,2.0,4390.0,40.0,73.17492063492064,10.0,1037.2,0,9,1,1,1,30,0
999,3.0,1487.0,19.0,0.0,7.0,60.24,0,9,1,1,1,30,1
1000,8.0,4370.0,71.0,5.0,17.0,197.64,0,38,0,1,1,30,0
1001,0.0,318.0,5.0,7.0,4.0,46.035,0,39,0,1,2,25,0
1002,10.0,2453.0,60.0,73.17492063492064,24.0,1536.52,0,37,0,1,1,30,0
1003,10.0,4198.0,66.0,1.0,35.0,240.02,0,38,0,1,1,15,0
1004,3.0,2393.0,58.0,2.0,33.0,145.805,0,38,0,1,1,15,0
1005,11.0,3775.0,82.0,32.0,28.0,282.28,0,38,1,1,1,30,0
1006,4.0,2360.0,39.0,73.17492063492064,18.0,1235.96,0,38,0,1,1,30,0
1007,13.0,9115.0,121.0,144.0,43.0,945.44,0,37,2,1,1,30,0
1008,7.0,13773.0,169.0,0.0,44.0,557.68,0,38,0,1,1,30,0
1009,7.0,4515.0,83.0,2.0,25.0,191.92,0,38,1,1,1,30,0
1010,6.0,5918.0,95.0,7.0,12.0,268.52,0,38,0,1,1,30,0
1011,9.0,2238.0,54.0,8.0,17.0,123.68,1,38,0,1,2,30,0
1012,25.0,4472.459682539683,69.46063492063492,54.0,32.0,830.6,0,38,3,1,1,30,0
1013,4.0,3095.0,27.0,73.17492063492064,8.0,470.9729158730159,0,38,1,1,1,30,0
1014,9.0,4472.459682539683,182.0,150.0,30.0,1380.015,0,37,0,1,1,25,0
1015,3.0,6500.0,86.0,186.0,26.0,1007.44,0,37,1,1,1,30,0
1016,0.0,875.0,14.0,0.0,11.0,40.005,0,37,0,1,2,25,0
1017,2.0,710.0,14.0,13.0,8.0,80.96,0,38,0,1,2,30,0
1018,0.0,0.0,0.0,0.0,0.0,0.0,0,37,0,1,2,25,1
1019,3.0,7508.0,127.0,73.17492063492064,43.0,470.9729158730159,0,37,0,1,1,25,0
1020,7.0,11465.0,154.0,11.0,47.0,317.975,0,37,1,1,1,45,0
1021,8.0,6718.0,75.0,108.0,37.0,791.685,0,37,1,1,1,25,0
1022,23.0,955.0,47.0,16.0,17.0,117.09,1,33,0,1,2,25,1
1023,21.0,10435.0,93.0,1.0,42.0,159.42,0,36,8,1,1,55,0
1024,13.0,5818.0,98.0,26.0,24.0,383.22,1,36,1,1,1,25,1
1025,1.0,2840.0,22.0,0.0,14.0,114.48,0,34,0,1,1,30,0
1026,9.0,2990.0,41.0,9.0,16.0,157.24,0,35,0,1,2,30,1
1027,9.0,2268.0,44.0,34.0,31.0,228.48,0,36,0,1,2,30,1
1028,0.0,133.0,2.0,0.0,2.0,5.4,0,36,0,1,2,30,1
1029,1.0,1668.0,25.0,0.0,6.0,67.72,0,36,0,1,1,30,0
1030,3.0,6785.0,97.0,14.0,22.0,124.23,0,33,1,1,1,55,0
1031,0.0,628.0,7.0,9.0,4.0,38.375,0,36,0,1,2,45,1
1032,0.0,338.0,4.0,4.0,2.0,11.13,0,36,1,1,1,55,0
1033,25.0,4472.459682539683,69.46063492063492,0.0,23.50984126984127,734.085,1,31,3,1,1,25,0
1034,6.0,6965.0,116.0,73.17492063492064,33.0,1538.145,0,34,3,2,1,25,0
1035,2.0,3718.0,82.0,2.0,28.0,180.0,0,36,0,1,1,25,0
1036,3.0,1665.0,44.0,38.0,20.0,220.36,0,35,0,1,2,30,0
1037,6.0,2780.0,53.0,175.0,23.0,914.985,0,36,0,1,1,25,0
1038,4.0,1315.0,36.0,193.0,11.0,929.295,0,27,1,2,1,25,0
1039,4.0,1568.0,39.0,30.0,68.0,115.175,0,26,0,1,1,45,0
1040,11.0,700.0,25.0,10.0,7.0,77.625,0,27,0,1,2,25,0
1041,0.0,825.0,10.0,21.0,3.0,73.375,0,26,0,1,2,45,0
1042,10.0,1225.0,32.0,19.0,13.0,142.065,0,25,0,1,1,25,0
1043,2.0,3225.0,61.0,8.0,23.0,163.44,0,25,0,1,1,30,0
1044,2.0,1695.0,26.0,28.0,14.0,203.445,0,18,0,1,1,25,0
1045,16.0,6392.0,141.0,85.0,42.0,676.485,0,17,1,2,1,25,0
1046,12.0,8932.0,171.0,73.0,40.0,410.075,0,15,0,1,1,45,0
1047,8.0,2852.0,45.0,31.0,19.0,239.88,0,16,3,1,1,30,0
1048,2.0,4390.0,40.0,73.17492063492064,10.0,1037.2,0,9,1,1,1,30,0
1049,3.0,1487.0,19.0,0.0,7.0,60.24,1,9,1,1,1,30,1
1050,3.0,4065.0,65.0,0.0,15.0,185.85,0,36,0,1,1,25,0
1051,0.0,0.0,0.0,0.0,0.0,0.0,0,37,0,1,2,25,0
1052,5.0,2148.0,54.0,73.17492063492064,22.0,1683.09,0,35,0,1,1,25,0
1053,5.0,3893.0,60.0,0.0,33.0,217.415,0,36,0,1,1,15,0
1054,0.0,2088.0,52.0,0.0,31.0,117.7,0,36,0,1,1,15,0
1055,6.0,3470.0,76.0,25.0,26.0,272.07,0,36,0,1,1,25,0
1056,0.0,2055.0,33.0,73.17492063492064,16.0,1195.52,0,36,0,1,1,30,0
1057,8.0,8810.0,115.0,137.0,41.0,905.0,0,35,1,1,1,30,0
1058,2.0,13468.0,163.0,0.0,42.0,545.24,0,36,0,1,1,30,0
1059,2.0,4210.0,77.0,0.0,23.0,171.48,0,36,0,1,1,30,0
1060,1.0,5613.0,89.0,0.0,10.0,256.59,0,36,0,1,1,25,0
1061,4.0,1933.0,48.0,1.0,15.0,83.24,0,36,0,1,2,30,0
1062,20.0,4472.459682539683,69.46063492063492,47.0,30.0,790.16,0,36,2,1,1,30,0
1063,0.0,2790.0,21.0,73.17492063492064,6.0,470.9729158730159,0,36,0,1,1,30,0
1064,4.0,4472.459682539683,176.0,143.0,28.0,1334.52,0,35,0,1,1,25,0
1065,0.0,6195.0,80.0,179.0,24.0,967.0,0,35,0,1,1,30,0
1066,0.0,570.0,8.0,0.0,9.0,26.01,0,35,0,1,2,25,0
1067,0.0,405.0,8.0,6.0,6.0,45.585,0,36,0,1,2,25,0
1068,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,1,2,25,1
1069,0.0,7203.0,121.0,73.17492063492064,41.0,470.9729158730159,0,35,0,1,1,25,0
1070,2.0,11160.0,148.0,4.0,45.0,468.32,0,35,0,1,1,30,0
1071,3.0,6413.0,69.0,101.0,35.0,746.19,0,35,0,1,1,25,0
1072,18.0,650.0,41.0,9.0,15.0,71.595,0,31,0,1,2,25,1
1073,16.0,10130.0,87.0,0.0,40.0,255.425,0,34,7,1,1,45,0
1074,8.0,5513.0,92.0,19.0,22.0,337.725,1,34,0,1,1,25,1
1075,0.0,2535.0,16.0,0.0,12.0,102.04,0,32,0,1,1,30,0
1076,4.0,2685.0,35.0,2.0,14.0,131.4,0,33,0,1,2,25,1
1077,4.0,1963.0,38.0,27.0,29.0,188.04,0,34,0,1,2,30,1
1078,0.0,0.0,0.0,0.0,0.0,0.0,1,34,0,1,2,30,1
1079,0.0,1363.0,19.0,0.0,4.0,55.28,0,34,0,1,1,30,0
1080,0.0,6480.0,91.0,7.0,20.0,181.775,0,31,0,1,1,45,0
1081,0.0,323.0,1.0,2.0,2.0,13.1,0,34,0,1,2,45,1
1082,0.0,0.0,0.0,0.0,0.0,0.0,0,34,0,1,1,55,0
1083,20.0,4472.459682539683,69.46063492063492,0.0,23.50984126984127,720.09,0,29,2,1,1,25,0
1084,1.0,6660.0,110.0,73.17492063492064,31.0,1492.65,0,32,2,2,1,25,0
1085,0.0,3413.0,76.0,0.0,26.0,157.005,0,34,0,1,1,25,0
1086,0.0,1360.0,38.0,31.0,18.0,179.92,0,33,0,1,2,30,0
1087,1.0,2475.0,47.0,168.0,21.0,869.49,0,34,0,1,1,25,0
1088,0.0,1010.0,30.0,186.0,9.0,883.8,1,25,0,2,1,25,1
1089,0.0,1263.0,33.0,23.0,66.0,89.9,0,24,0,1,1,45,0
1090,6.0,395.0,19.0,3.0,5.0,32.13,0,25,0,1,2,25,0
1091,0.0,520.0,4.0,14.0,1.0,48.1,0,24,0,1,2,45,0
1092,5.0,920.0,26.0,12.0,11.0,96.57,0,23,0,1,1,25,0
1093,0.0,2920.0,55.0,1.0,21.0,123.0,0,23,0,1,1,30,0
1094,0.0,1390.0,20.0,21.0,12.0,157.95,0,16,0,1,1,25,0
1095,11.0,6088.0,135.0,78.0,40.0,771.265,0,15,0,2,1,15,0
1096,7.0,8628.0,165.0,66.0,38.0,384.825,0,13,0,1,1,45,0
1097,3.0,2548.0,39.0,24.0,17.0,199.48,0,14,2,1,1,30,0
1098,0.0,4085.0,34.0,208.0,8.0,996.76,0,7,0,1,1,30,0
1099,0.0,1183.0,13.0,0.0,5.0,53.82,1,7,0,1,2,25,1
1100,6.0,4125.0,68.0,3.0,17.0,202.185,0,38,0,1,1,25,0
1101,0.0,73.0,2.0,5.0,4.0,25.875,0,39,0,1,1,25,0
1102,8.0,2208.0,57.0,73.17492063492064,24.0,1708.425,0,37,0,1,1,25,0
1103,8.0,3953.0,63.0,0.0,35.0,220.88,0,38,0,1,1,15,0
1104,1.0,2148.0,55.0,0.0,33.0,121.165,0,38,0,1,1,15,0
1105,9.0,3530.0,79.0,30.0,28.0,264.36,0,38,1,1,1,30,0
1106,2.0,2115.0,36.0,73.17492063492064,18.0,1218.04,0,38,0,1,1,30,0
1107,11.0,8870.0,118.0,142.0,43.0,927.52,0,37,2,1,1,30,0
1108,5.0,13528.0,166.0,0.0,44.0,547.76,0,38,0,1,1,30,0
1109,5.0,4270.0,80.0,0.0,25.0,174.0,0,38,1,1,1,30,0
1110,4.0,5673.0,92.0,5.0,12.0,281.925,0,38,0,1,1,25,0
1111,7.0,1993.0,51.0,6.0,17.0,105.76,0,38,0,1,1,30,0
1112,23.0,4472.459682539683,69.46063492063492,52.0,32.0,812.68,0,38,3,1,1,30,0
1113,2.0,2850.0,24.0,73.17492063492064,8.0,470.9729158730159,0,38,1,1,1,30,0
1114,7.0,4472.459682539683,179.0,148.0,30.0,1359.855,0,37,0,1,1,25,0
1115,1.0,6255.0,83.0,184.0,26.0,989.52,0,37,1,1,1,30,0
1116,0.0,630.0,11.0,0.0,11.0,28.845,0,37,0,1,1,25,0
1117,0.0,465.0,11.0,11.0,8.0,70.92,0,38,0,1,1,25,0
1118,0.0,0.0,0.0,0.0,0.0,0.0,0,37,0,1,1,25,1
1119,1.0,7263.0,124.0,73.17492063492064,43.0,470.9729158730159,0,37,0,1,1,25,0
1120,5.0,11220.0,151.0,9.0,47.0,490.84,0,37,1,1,1,30,0
1121,6.0,6473.0,72.0,106.0,37.0,771.525,0,37,1,1,1,25,0
1122,21.0,710.0,44.0,14.0,17.0,96.93,1,33,0,1,1,25,1
1123,19.0,10190.0,90.0,0.0,42.0,257.0,0,36,8,1,1,45,0
1124,11.0,5573.0,95.0,24.0,24.0,363.06,1,36,1,1,1,25,1
1125,0.0,2595.0,19.0,0.0,14.0,104.56,0,34,0,1,1,30,0
1126,7.0,2745.0,38.0,7.0,16.0,139.32,0,35,0,1,1,30,1
1127,7.0,2023.0,41.0,32.0,31.0,210.56,1,36,0,1,1,30,1
1128,0.0,0.0,0.0,0.0,0.0,0.0,0,36,0,1,1,30,1
1129,0.0,1423.0,22.0,0.0,6.0,57.8,0,36,0,1,1,30,0
1130,1.0,6540.0,94.0,12.0,22.0,195.85,0,33,1,1,1,45,0
1131,0.0,383.0,4.0,7.0,4.0,27.175,0,36,0,1,1,45,1
1132,0.0,93.0,1.0,2.0,2.0,4.41,0,36,1,1,1,55,0
1133,23.0,4472.459682539683,69.46063492063492,0.0,23.50984126984127,722.925,0,31,3,1,1,25,0
1134,4.0,6720.0,113.0,73.17492063492064,33.0,1517.985,0,34,3,2,1,25,0
1135,0.0,3473.0,79.0,0.0,28.0,159.84,0,36,0,1,1,25,0
1136,1.0,1420.0,41.0,36.0,20.0,202.44,0,35,0,1,1,30,0
1137,4.0,2535.0,50.0,173.0,23.0,894.825,0,36,0,1,1,25,0
1138,2.0,1070.0,33.0,191.0,11.0,909.135,1,27,1,2,1,25,0
1139,2.0,1323.0,36.0,28.0,68.0,103.975,0,26,0,1,1,45,0
1140,9.0,455.0,22.0,8.0,7.0,57.465,0,27,0,1,1,25,0
1141,0.0,580.0,7.0,19.0,3.0,62.175,0,26,0,1,1,45,0
1142,8.0,980.0,29.0,17.0,13.0,121.905,0,25,0,1,1,25,0
1143,0.0,2980.0,58.0,6.0,23.0,145.52,0,25,0,1,1,30,0
1144,0.0,1450.0,23.0,26.0,14.0,183.285,0,18,0,1,1,25,0
1145,14.0,6148.0,138.0,83.0,42.0,802.23,1,17,1,2,1,15,0
1146,10.0,8688.0,168.0,71.0,40.0,398.9,0,15,0,1,1,45,0
1147,6.0,2608.0,42.0,29.0,19.0,222.0,0,16,3,1,1,30,0
1148,0.0,4145.0,37.0,73.17492063492064,10.0,1019.28,0,9,1,1,1,30,0
1149,1.0,1243.0,16.0,0.0,7.0,50.36,1,9,1,1,1,30,1
1150,0.0,4005.0,62.0,0.0,13.0,183.015,0,34,0,1,1,25,0
1151,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,1,2,25,0
1152,2.0,2088.0,51.0,73.17492063492064,20.0,1657.755,0,33,0,1,1,25,0
1153,2.0,3833.0,57.0,0.0,31.0,175.05,0,34,0,1,1,25,0
1154,0.0,2028.0,49.0,0.0,29.0,114.235,0,34,0,1,1,15,0
1155,3.0,3410.0,73.0,20.0,24.0,246.735,0,34,0,1,1,25,0
1156,0.0,1995.0,30.0,73.17492063492064,14.0,1173.0,0,34,0,1,1,30,0
1157,5.0,8750.0,112.0,132.0,39.0,882.48,0,33,0,1,1,30,0
1158,0.0,13408.0,160.0,0.0,40.0,542.72,0,34,0,1,1,30,0
1159,0.0,4150.0,74.0,0.0,21.0,168.96,0,34,0,1,1,30,0
1160,0.0,5553.0,86.0,0.0,8.0,253.755,0,34,0,1,1,25,0
1161,1.0,1873.0,45.0,0.0,13.0,76.72,0,34,0,1,2,30,0
1162,17.0,4472.459682539683,69.46063492063492,42.0,28.0,863.595,0,34,1,1,1,25,0
1163,0.0,2730.0,18.0,73.17492063492064,4.0,470.9729158730159,0,34,0,1,1,30,0
1164,1.0,4472.459682539683,173.0,138.0,26.0,1309.185,0,33,0,1,1,25,0
1165,0.0,6135.0,77.0,174.0,22.0,944.48,0,33,0,1,1,30,0
1166,0.0,510.0,5.0,0.0,7.0,23.175,0,33,0,1,2,25,0
1167,0.0,345.0,5.0,1.0,4.0,20.25,0,34,0,1,2,25,0
1168,0.0,0.0,0.0,0.0,0.0,0.0,0,33,0,1,2,25,1
1169,0.0,7143.0,118.0,73.17492063492064,39.0,470.9729158730159,0,33,0,1,1,25,0
1170,0.0,11100.0,145.0,0.0,43.0,449.8,0,33,0,1,1,30,0
1171,0.0,6353.0,66.0,96.0,33.0,720.855,0,33,0,1,1,25,0
1172,15.0,590.0,38.0,4.0,13.0,46.26,0,29,0,1,2,25,1
1173,13.0,10070.0,84.0,0.0,38.0,253.85,0,32,6,1,1,45,0
1174,5.0,5453.0,89.0,14.0,20.0,312.39,1,32,0,1,1,25,1
1175,0.0,2475.0,13.0,0.0,10.0,99.52,0,30,0,1,1,30,0
1176,1.0,2625.0,32.0,0.0,12.0,119.565,1,31,0,1,2,25,1
1177,1.0,1903.0,35.0,22.0,27.0,165.52,0,32,0,1,2,30,1
1178,0.0,0.0,0.0,0.0,0.0,0.0,1,32,0,1,2,25,1
1179,0.0,1303.0,16.0,0.0,2.0,52.76,0,32,0,1,1,30,0
1180,0.0,6420.0,88.0,2.0,18.0,167.7,0,29,0,1,1,45,0
1181,0.0,263.0,1.0,0.0,1.0,10.56,0,32,0,1,2,30,1
1182,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0,1,1,45,0
1183,17.0,4472.459682539683,69.46063492063492,0.0,23.50984126984127,717.255,0,27,1,1,1,25,0
1184,0.0,6600.0,107.0,73.17492063492064,29.0,1467.315,0,30,1,2,1,25,0
1185,0.0,3353.0,73.0,0.0,24.0,154.17,0,32,0,1,1,25,0
1186,0.0,1300.0,35.0,26.0,16.0,157.4,0,31,0,1,2,30,0
1187,0.0,2415.0,44.0,163.0,19.0,844.155,0,32,0,1,1,25,0
1188,0.0,950.0,27.0,181.0,7.0,858.465,0,23,0,2,1,25,0
1189,0.0,1203.0,30.0,18.0,64.0,75.825,0,22,0,1,1,45,0
1190,3.0,335.0,16.0,0.0,3.0,15.795,0,23,0,1,2,25,0
1191,0.0,0.0,0.0,9.0,0.0,22.5,0,22,0,1,2,45,0
1192,2.0,860.0,23.0,7.0,9.0,71.235,0,21,0,1,1,25,0
1193,0.0,2860.0,52.0,0.0,19.0,116.48,0,21,0,1,1,30,0
1194,0.0,1330.0,17.0,16.0,10.0,132.615,0,14,0,1,1,25,0
1195,8.0,6028.0,132.0,73.0,38.0,740.3,0,13,0,2,1,15,0
1196,4.0,8568.0,162.0,61.0,36.0,370.75,0,11,0,1,1,45,0
1197,0.0,2488.0,36.0,19.0,15.0,176.96,0,12,1,1,1,30,0
1198,0.0,4025.0,31.0,203.0,6.0,974.24,0,5,0,1,1,30,0
1199,0.0,1123.0,10.0,0.0,3.0,50.985,1,5,0,1,2,25,1
1200,4.0,4145.0,67.0,8.0,19.0,225.54,0,40,0,1,1,25,0
1201,0.0,93.0,1.0,10.0,6.0,49.23,0,41,0,1,2,25,0
1202,6.0,2228.0,56.0,73.17492063492064,26.0,1731.78,0,39,0,1,1,25,0
1203,6.0,3973.0,62.0,4.0,37.0,199.575,0,40,0,1,1,25,0
1204,0.0,2168.0,54.0,5.0,35.0,149.71,0,40,0,1,1,15,0
1205,7.0,3550.0,78.0,35.0,30.0,285.12,0,40,1,1,1,30,0
1206,0.0,2135.0,35.0,73.17492063492064,20.0,1238.8,0,40,0,1,1,30,0
1207,9.0,8890.0,117.0,147.0,45.0,948.28,0,39,2,1,1,30,0
1208,3.0,13548.0,165.0,3.0,46.0,560.52,0,40,0,1,1,30,0
1209,3.0,4290.0,79.0,5.0,27.0,194.76,0,40,1,1,1,30,0
1210,2.0,5693.0,91.0,10.0,14.0,305.28,0,40,0,1,1,25,0
1211,5.0,2013.0,50.0,11.0,19.0,126.52,0,40,0,1,2,30,0
1212,21.0,4472.459682539683,69.46063492063492,57.0,34.0,833.44,0,40,3,1,1,30,0
1213,0.0,2870.0,23.0,73.17492063492064,10.0,470.9729158730159,0,40,1,1,1,30,0
1214,5.0,4472.459682539683,178.0,153.0,32.0,1383.21,0,39,0,1,1,25,0
1215,0.0,6275.0,82.0,189.0,28.0,1010.28,0,39,1,1,1,30,0
1216,0.0,650.0,10.0,3.0,13.0,43.2,0,39,0,1,2,25,0
1217,0.0,485.0,10.0,16.0,10.0,94.275,0,40,0,1,2,25,0
1218,0.0,0.0,0.0,3.0,0.0,13.5,0,39,0,1,2,25,1
1219,0.0,7283.0,123.0,73.17492063492064,45.0,470.9729158730159,0,39,0,1,1,25,0
1220,3.0,11240.0,150.0,14.0,49.0,511.6,0,39,1,1,1,30,0
1221,4.0,6493.0,71.0,111.0,39.0,794.88,0,39,1,1,1,25,0
1222,19.0,730.0,43.0,19.0,19.0,120.285,0,35,0,1,2,25,1
1223,17.0,10210.0,89.0,4.0,44.0,267.475,0,38,8,2,1,45,0
1224,9.0,5593.0,94.0,29.0,26.0,386.415,0,38,1,1,1,25,1
1225,0.0,2615.0,18.0,3.0,16.0,117.32,0,36,0,1,1,30,0
1226,5.0,2765.0,37.0,12.0,18.0,180.09,1,37,0,1,2,25,1
1227,5.0,2043.0,40.0,37.0,33.0,231.32,0,38,0,1,2,30,1
1228,0.0,0.0,0.0,3.0,0.0,12.0,0,38,0,1,2,30,1
1229,0.0,1443.0,21.0,3.0,8.0,70.56,0,38,0,1,1,30,0
1230,0.0,6560.0,93.0,17.0,24.0,208.825,0,35,1,1,1,45,0
1231,0.0,403.0,3.0,12.0,6.0,40.15,1,38,0,1,2,45,1
1232,0.0,0.0,0.0,7.0,0.0,10.5,0,38,1,1,1,55,0
1233,21.0,4472.459682539683,69.46063492063492,3.0,23.50984126984127,737.28,0,33,3,1,1,25,0
1234,2.0,6740.0,112.0,73.17492063492064,35.0,1541.34,0,36,3,2,1,25,0
1235,0.0,3493.0,78.0,5.0,30.0,183.195,0,38,0,1,1,25,0
1236,0.0,1440.0,40.0,41.0,22.0,223.2,0,37,0,1,2,30,0
1237,2.0,2555.0,49.0,178.0,25.0,918.18,0,38,0,1,1,25,0
1238,0.0,1090.0,32.0,196.0,13.0,932.49,0,29,1,2,1,25,0
1239,0.0,1343.0,35.0,33.0,70.0,116.95,0,28,0,1,1,45,0
1240,7.0,475.0,21.0,13.0,9.0,80.82,0,29,0,1,2,25,0
1241,0.0,600.0,6.0,24.0,5.0,75.15,0,28,0,1,2,45,0
1242,6.0,1000.0,28.0,22.0,15.0,145.26,0,27,0,1,1,25,0
1243,0.0,3000.0,57.0,11.0,25.0,166.28,0,27,0,1,1,30,0
1244,0.0,1470.0,22.0,31.0,16.0,206.64,0,20,0,1,1,25,0
1245,12.0,6168.0,137.0,88.0,44.0,830.775,0,19,1,2,1,15,0
1246,8.0,8708.0,167.0,76.0,42.0,411.875,0,17,0,1,1,45,0
1247,4.0,2628.0,41.0,34.0,21.0,242.76,0,18,3,1,1,30,0
1248,0.0,4165.0,36.0,73.17492063492064,12.0,1040.04,0,11,1,1,1,30,0
1249,0.0,1263.0,15.0,3.0,9.0,63.12,1,11,1,1,1,30,1
1250,2.0,3985.0,63.0,0.0,11.0,182.16,0,32,0,1,1,25,0
1251,0.0,0.0,0.0,0.0,0.0,0.0,0,33,0,1,2,25,0
1252,4.0,2068.0,52.0,73.17492063492064,18.0,1634.4,0,31,0,1,1,25,0
1253,4.0,3813.0,58.0,0.0,29.0,212.905,0,32,0,1,1,15,0
1254,0.0,2008.0,50.0,0.0,27.0,113.19,0,32,0,1,1,15,0
1255,5.0,3390.0,74.0,15.0,22.0,223.38,0,32,0,1,1,25,0
1256,0.0,1975.0,31.0,73.17492063492064,12.0,1152.24,0,32,0,1,1,30,0
1257,7.0,8730.0,113.0,127.0,37.0,861.72,0,31,0,1,1,30,0
1258,1.0,13388.0,161.0,0.0,38.0,541.96,0,32,0,1,1,30,0
1259,1.0,4130.0,75.0,0.0,19.0,168.2,0,32,0,1,1,30,0
1260,0.0,5533.0,87.0,0.0,6.0,252.9,0,32,0,1,1,25,0
1261,3.0,1853.0,46.0,0.0,11.0,75.96,0,32,0,1,2,30,0
1262,19.0,4472.459682539683,69.46063492063492,37.0,26.0,746.88,0,32,1,1,1,30,0
1263,0.0,2710.0,19.0,73.17492063492064,2.0,470.9729158730159,0,32,0,1,1,30,0
1264,3.0,4472.459682539683,174.0,133.0,24.0,1285.83,0,31,0,1,1,25,0
1265,0.0,6115.0,78.0,169.0,20.0,923.72,0,31,0,1,1,30,0
1266,0.0,490.0,6.0,0.0,5.0,22.32,0,31,0,1,2,25,0
1267,0.0,325.0,6.0,0.0,2.0,14.895,0,32,0,1,2,25,0
1268,0.0,0.0,0.0,0.0,0.0,0.0,0,31,0,1,2,25,1
1269,0.0,7123.0,119.0,73.17492063492064,37.0,470.9729158730159,0,31,0,1,1,25,0
1270,1.0,11080.0,146.0,0.0,41.0,449.04,0,31,0,1,1,30,0
1271,2.0,6333.0,67.0,91.0,31.0,697.5,0,31,0,1,1,25,0
1272,17.0,570.0,39.0,0.0,11.0,27.405,0,27,0,1,2,25,1
1273,15.0,10050.0,85.0,0.0,36.0,253.375,0,30,6,1,1,45,0
1274,7.0,5433.0,90.0,9.0,18.0,289.035,0,30,0,1,1,25,1
1275,0.0,2455.0,14.0,0.0,8.0,98.76,0,28,0,1,1,30,0
1276,3.0,2605.0,33.0,0.0,10.0,118.71,1,29,0,1,2,25,1
1277,3.0,1883.0,36.0,17.0,25.0,144.76,0,30,0,1,2,30,1
1278,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,1,2,25,1
1279,0.0,1283.0,17.0,0.0,5.0,52.0,0,30,0,1,1,30,0
1280,0.0,6400.0,89.0,0.0,16.0,162.225,0,27,0,1,1,45,0
1281,0.0,0.0,0.0,0.0,0.0,0.0,1,30,0,1,2,45,1
1282,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,1,1,45,0
1283,19.0,4472.459682539683,69.46063492063492,0.0,23.50984126984127,716.4,0,25,1,1,1,25,0
1284,0.0,6580.0,108.0,73.17492063492064,27.0,1443.96,0,28,1,2,1,25,0
1285,0.0,3333.0,74.0,0.0,22.0,153.315,0,30,0,1,1,25,0
1286,0.0,1280.0,36.0,21.0,14.0,136.64,0,29,0,1,2,30,0
1287,0.0,2395.0,45.0,158.0,17.0,820.8,0,30,0,1,1,25,0
1288,0.0,930.0,28.0,176.0,5.0,835.11,0,21,0,2,1,25,0
1289,0.0,1183.0,31.0,13.0,62.0,62.85,0,20,0,1,1,45,0
1290,5.0,315.0,17.0,0.0,1.0,14.94,0,21,0,1,2,25,0
1291,0.0,0.0,0.0,4.0,0.0,10.0,0,20,0,1,2,45,0
1292,4.0,840.0,24.0,2.0,7.0,47.88,0,19,0,1,1,25,0
1293,0.0,2840.0,53.0,0.0,17.0,115.72,0,19,0,1,1,30,0
1294,0.0,1310.0,18.0,11.0,8.0,109.26,0,12,0,1,1,25,0
1295,10.0,6008.0,133.0,68.0,36.0,711.755,0,11,0,2,1,15,0
1296,6.0,8548.0,163.0,56.0,34.0,357.775,0,9,0,1,1,45,0
1297,2.0,2468.0,37.0,14.0,13.0,156.2,0,10,1,1,1,30,0
1298,0.0,4005.0,32.0,198.0,4.0,953.48,0,3,0,1,1,30,0
1299,0.0,1103.0,11.0,0.0,1.0,50.13,0,3,0,1,1,25,1
1300,8.0,4325.0,75.0,13.0,21.0,228.0,0,42,0,1,1,30,0
1301,0.0,273.0,9.0,15.0,8.0,80.19,0,43,0,1,2,25,0
1302,10.0,2408.0,64.0,73.17492063492064,28.0,1566.88,0,41,0,1,1,30,0
1303,10.0,4153.0,70.0,9.0,39.0,281.765,0,42,0,1,1,15,0
1304,3.0,2348.0,62.0,10.0,37.0,187.55,0,42,0,1,1,15,0
1305,11.0,3730.0,86.0,40.0,32.0,312.64,0,42,1,1,1,30,0
1306,4.0,2315.0,43.0,73.17492063492064,22.0,1266.32,0,42,0,1,1,30,0
1307,13.0,9070.0,125.0,152.0,47.0,975.8,0,41,2,1,1,30,0
1308,7.0,13728.0,173.0,8.0,48.0,588.04,0,42,0,1,1,30,0
1309,7.0,4470.0,87.0,10.0,29.0,222.28,0,42,1,1,1,30,0
1310,6.0,5873.0,99.0,15.0,16.0,298.88,0,42,0,1,1,30,0
1311,9.0,2193.0,58.0,16.0,21.0,154.04,1,42,0,1,2,30,0
1312,25.0,4472.459682539683,69.46063492063492,62.0,36.0,860.96,0,42,3,1,1,30,0
1313,4.0,3050.0,31.0,73.17492063492064,12.0,470.9729158730159,0,42,1,1,1,30,0
1314,9.0,4472.459682539683,186.0,158.0,34.0,1414.17,0,41,0,1,1,25,0
